age,experience_years,average_daily_work_hours,break_frequency_per_day,task_completion_rate,late_task_ratio,calendar_scheduled_usage,focus_time_minutes,tool_usage_frequency,automated_task_count,AI_assisted_planning,real_time_feedback_score,location_type_City,location_type_Town,location_type_Village,industry_sector_Education,industry_sector_Finance,industry_sector_Healthcare,industry_sector_IT,industry_sector_Retail,productivity_label_encoded
-0.4183406474044277,-0.7654593273257241,-0.8742182518015169,-0.6898566462871534,0.911704475332687,-0.8332088633984832,1.0559058187334343,1.2987300656825747,0.9961903268821259,0.44659683327010863,0.9937694097483343,-1.4719491074195088,1.3040022779613039,-0.6889516513371489,-0.6668547514966655,-0.5218867742805772,-0.4754509857458951,-0.48038446141526137,-0.5146087196961899,1.9711661987783036,0
1.2480785289783558,-1.0744107480668192,-1.0161025034774644,-0.6898566462871534,0.8663347114269434,-0.6968225128159317,0.8083923261315378,1.6641040008259038,0.13322090456951002,-0.9487911567683108,-1.0062696538961122,-1.6784026311426046,-0.7668698259970944,1.4514806634967115,-0.6668547514966655,-0.5218867742805772,2.103266225079299,-0.48038446141526137,-0.5146087196961899,-0.5073138939881292,0
1.3406573721107327,-1.6923135895490098,-1.1246022253473067,1.4226230361232688,-0.22857543997807275,-0.06491732218829678,0.002326353912182118,-0.3742979531316162,-0.5571546332805827,-0.01853249674269784,0.9937694097483343,-0.7837706950091896,-0.7668698259970944,-0.6889516513371489,1.4995769284925018,-0.5218867742805772,-0.4754509857458951,-0.48038446141526137,-0.5146087196961899,1.9711661987783036,2
1.4332362152431095,0.4703463556386569,-2.0176383976606242,0.014303247849654026,-1.1654318541685251,1.3916131295915075,-1.1376189516726412,-0.7396718882749452,-0.039372979893013166,-0.9487911567683108,-1.0062696538961122,0.7990396535345444,1.3040022779613039,-0.6889516513371489,-0.6668547514966655,-0.5218867742805772,-0.4754509857458951,-0.48038446141526137,1.9432239713900905,-0.5073138939881292,1
1.155499685845979,-0.04457267892983517,-0.3150273775492529,-1.3940165404239608,0.2586713816850389,0.351601331752724,-0.10873518402202037,0.048766603350133254,1.5139719802696956,-0.01853249674269784,0.9937694097483343,1.074311018498672,-0.7668698259970944,-0.6889516513371489,1.4995769284925018,-0.5218867742805772,-0.4754509857458951,2.0816659994661326,-0.5146087196961899,-0.5073138939881292,2
0.1371324113898335,-0.1475564858435336,0.11062537747859046,-0.6898566462871534,-1.292197140026653,1.1911236526234033,-0.5669797888488366,-1.4704197585616032,-1.5927179400557219,-1.6464851517875205,-1.0062696538961122,-1.265495583696413,1.3040022779613039,-0.6889516513371489,-0.6668547514966655,-0.5218867742805772,-0.4754509857458951,-0.48038446141526137,-0.5146087196961899,1.9711661987783036,1
-0.5109194905368045,1.706152038603038,1.7130828081716456,0.014303247849654026,0.9250152814879311,-1.2611874942009127,0.8391841064135409,1.4910321368106427,0.8235964424196027,0.9117261632829151,0.9937694097483343,0.31731476484732096,1.3040022779613039,-0.6889516513371489,-0.6668547514966655,-0.5218867742805772,-0.4754509857458951,2.0816659994661326,-0.5146087196961899,-0.5073138939881292,0
1.7109727446402403,1.2942168109482441,-1.0161025034774644,-1.3940165404239608,1.0882938994490656,-0.9445261133023736,1.5940927356061623,1.1256582016673136,-0.21196686435553636,0.44659683327010863,0.9937694097483343,-1.1966777424553812,-0.7668698259970944,1.4514806634967115,-0.6668547514966655,1.9161244340374475,-0.4754509857458951,-0.48038446141526137,-0.5146087196961899,-0.5073138939881292,0
0.41486894078696407,-0.3535240996709304,0.5362781325064331,-1.3940165404239608,-1.4694799353585422,0.6036828548010759,-1.0186450246444745,-1.7011822439152848,-0.7297485177431059,0.6791614982765118,0.9937694097483343,0.5237682885704167,-0.7668698259970944,-0.6889516513371489,1.4995769284925018,1.9161244340374475,-0.4754509857458951,-0.48038446141526137,-0.5146087196961899,-0.5073138939881292,1
-0.23318296113967396,-1.486345975721613,-0.3651041722584106,0.7184631419864614,0.0697639974042479,0.3235529623558004,-0.04143897847565405,-0.35506774601880936,0.13322090456951002,0.9117261632829151,-1.0062696538961122,0.5237682885704167,-0.7668698259970944,1.4514806634967115,-0.6668547514966655,-0.5218867742805772,-0.4754509857458951,-0.48038446141526137,1.9432239713900905,-0.5073138939881292,2
